,Адрес,Год постройки,Город,Количество жилых помещений,Количество лифтов,"Количество мусоропроводов, ед.",Количество подъездов,Количество этажей,Материал несущих стен,Площадь зем. участка общего имущества м2,Площадь нежилых помещений м2,Площадь парковки м2,Спортивная площадка,Тип мусоропровода
7650,"ул. Ленина, д. 12",1950,Сланцы,12,не указано,не указано,3,2,Кирпич,2 408.00,466.90,0.00,Не имеется,Отсутствует
7651,"ул. Ленина, д. 14",1968,Сланцы,80,не указано,не указано,5,5,Кирпич,4 743.00,1 605.55,0.00,Не имеется,Отсутствует
7652,"ул. Ленина, д. 19Б",1980,Сланцы,90,не указано,не указано,6,5,Панельные,23 322.50,0.00,0.00,Не имеется,Отсутствует
7653,"ул. Ленина, д. 19А",1977,Сланцы,99,не указано,не указано,6,5,Кирпич,4 950.00,40.40,180.00,Не имеется,Отсутствует
7654,"ул. Ленина, д. 19",1971,Сланцы,64,не указано,не указано,4,5,Кирпич,4 212.00,708.30,0.00,Не имеется,Отсутствует
7655,"ул. Ленина, д. 19в",1981,Сланцы,90,не указано,не указано,6,5,Панельные,23 322.50,0.00,0.00,Не имеется,Отсутствует
7656,"ул. Ленина, д. 21А",1983,Сланцы,90,не указано,не указано,6,5,Панельные,9 314.00,0.00,0.00,Не имеется,Отсутствует
7657,"ул. Ленина, д. 21",1971,Сланцы,64,не указано,не указано,4,5,Кирпич,2 415.00,710.50,405.00,Не имеется,Отсутствует
7658,"ул. Ленина, д. 21б",1984,Сланцы,90,не указано,не указано,6,5,Панельные,6 993.20,0.00,0.00,Не имеется,Отсутствует
7659,"ул. Ленина, д. 22",1988,Сланцы,48,не указано,не указано,4,5,Кирпич,4 412.00,1 017.00,250.00,Не имеется,Отсутствует
7660,"ул. Ленина, д. 22а",1980,Сланцы,90,не указано,не указано,6,5,Панельные,7 800.00,73.60,180.00,Не имеется,Отсутствует
7661,"ул. Ленина, д. 23",1987,Сланцы,48,не указано,не указано,4,5,Кирпич,4 118.00,808.60,380.00,Не имеется,Отсутствует
7662,"ул. Ленина, д. 24",1982,Сланцы,60,не указано,не указано,4,5,Кирпич,3 073.00,0.00,0.00,Не имеется,Отсутствует
7663,"ул. Ленина, д. 24а",1978,Сланцы,90,не указано,не указано,6,5,Панельные,5 850.00,0.00,602.00,Не имеется,Отсутствует
7664,"ул. Ленина, д. 25/1",1990,Сланцы,36,1,не указано,1,9,Панельные,3 288.00,0.00,216.00,Не имеется,Отсутствует
7665,"ул. Ленина, д. 25/4",1990,Сланцы,107,3,не указано,3,9,Панельные,6 339.00,54.90,0.00,Не имеется,Отсутствует
7666,"ул. Ленина, д. 25, к. 6",1992,Сланцы,108,3,не указано,3,9,Панельные,3 258.00,0.00,150.00,Не имеется,Отсутствует
7667,"ул. Ленина, д. 25, к. 8",1998,Сланцы,108,3,не указано,3,9,Панельные,7 706.00,0.00,250.00,Есть,Отсутствует
7668,"ул. Ленина, д. 26",1984,Сланцы,60,не указано,не указано,5,5,Кирпич,6 158.00,1 297.30,516.00,Не имеется,Отсутствует
7669,"ул. Ленина, д. 26а",1980,Сланцы,90,не указано,не указано,6,5,Панельные,5 148.00,0.00,408.00,Не имеется,Отсутствует
7670,"ул. Ленина, д. 28/2",1982,Сланцы,118,не указано,не указано,8,5,Кирпич,11 759.00,257.50,1 500.00,Не имеется,Отсутствует
7671,"ул. Ленина, д. 30",1988,Сланцы,105,1,не указано,7,8,Кирпич,9 915.00,2 136.60,0.00,Не имеется,Отсутствует
7672,"ул. Ленина, д. 30а",1985,Сланцы,60,не указано,не указано,4,5,Панельные,19 620.52,0.00,0.00,Не имеется,Отсутствует
7673,"ул. Ленина, д. 30б",1985,Сланцы,60,не указано,не указано,4,5,Панельные,19 620.52,0.00,0.00,Не имеется,Отсутствует
7674,"ул. Ленина, д. 32Б",1989,Сланцы,60,не указано,не указано,3,5,Панельные,6 291.82,0.00,0.00,Не имеется,Отсутствует
7675,"ул. Ленина, д. 32В",1987,Сланцы,90,не указано,не указано,6,5,Панельные,8 092.12,0.00,0.00,Не имеется,Отсутствует
7676,"ул. Ленина, д. 32г",1993,Сланцы,60,не указано,не указано,3,5,Панельные,4 131.03,0.00,0.00,Не имеется,Отсутствует
7677,"ул. Ленина, д. 34а",1986,Сланцы,60,не указано,не указано,4,5,Панельные,4 222.70,0.00,0.00,Не имеется,Отсутствует
7678,"ул. Ленина, д. 34б",1990,Сланцы,60,не указано,не указано,3,5,Панельные,4 073.51,0.00,0.00,Не имеется,Отсутствует
7679,"ул. Ломоносова, д. 1",1949,Сланцы,12,не указано,не указано,2,2,Кирпич,4 282.70,0.00,0.00,Не имеется,Отсутствует
7680,"ул. Ломоносова, д. 3",1949,Сланцы,12,не указано,не указано,2,2,Кирпич,2 501.20,0.00,0.00,Есть,Отсутствует
7681,"ул. Ломоносова, д. 5",1949,Сланцы,12,не указано,не указано,2,2,Кирпич,2 455.20,0.00,0.00,Не имеется,Отсутствует
7682,"ул. Ломоносова, д. 7",1949,Сланцы,не указано,не указано,не указано,2,2,Кирпич,2 436.25,0.00,не указано,не указано,не указано
7683,"ул. Ломоносова, д. 9",1949,Сланцы,16,не указано,не указано,3,2,Кирпич,1 819.00,0.00,0.00,Не имеется,Отсутствует
7684,"ул. Ломоносова, д. 11",1949,Сланцы,12,не указано,не указано,2,2,Кирпич,2 436.25,0.00,0.00,Не имеется,Отсутствует
7685,"ул. Ломоносова, д. 14",1951,Сланцы,8,не указано,не указано,1,2,Кирпич,1 273.00,0.00,не указано,Не имеется,Отсутствует
7686,"ул. Ломоносова, д. 16",1951,Сланцы,12,не указано,не указано,2,2,Кирпич,2 060.00,0.00,0.00,Не имеется,Отсутствует
7687,"ул. Ломоносова, д. 17",1947,Сланцы,не указано,не указано,не указано,2,2,Кирпич,2 545.40,0.00,не указано,не указано,не указано
7688,"ул. Ломоносова, д. 18",1951,Сланцы,не указано,не указано,не указано,1,2,Кирпич,1 178.00,0.00,не указано,не указано,не указано
7689,"ул. Ломоносова, д. 19",1947,Сланцы,не указано,не указано,не указано,3,2,Кирпич,2 294.35,0.00,не указано,не указано,не указано
7690,"ул. Ломоносова, д. 20",1951,Сланцы,8,не указано,не указано,1,2,Кирпич,1 478.10,34.50,не указано,Не имеется,не указано
7691,"ул. Ломоносова, д. 21",1949,Сланцы,16,не указано,не указано,3,2,Кирпич,1 139.10,0.00,0.00,Не имеется,Отсутствует
7692,"ул. Ломоносова, д. 22",1951,Сланцы,не указано,не указано,не указано,2,2,Кирпич,2 074.60,0.00,не указано,не указано,не указано
7693,"ул. Ломоносова, д. 23",1949,Сланцы,6,не указано,не указано,1,2,Кирпич,622.00,0.00,0.00,Не имеется,Отсутствует
7694,"ул. Ломоносова, д. 24",1951,Сланцы,не указано,не указано,не указано,2,2,Кирпич,1 718.95,0.00,не указано,не указано,не указано
7695,"ул. Ломоносова, д. 25",1948,Сланцы,6,не указано,не указано,1,2,Кирпич,729.30,0.00,0.00,Не имеется,Отсутствует
7696,"ул. Ломоносова, д. 26",1950,Сланцы,не указано,не указано,не указано,2,2,Кирпич,2 122.60,0.00,не указано,не указано,не указано
7697,"ул. Ломоносова, д. 27",1948,Сланцы,не указано,не указано,не указано,1,2,Кирпич,817.10,38.20,не указано,не указано,не указано
7698,"ул. Ломоносова, д. 28",1951,Сланцы,не указано,не указано,не указано,1,2,Кирпич,1 685.30,0.00,не указано,не указано,не указано
7699,"ул. Ломоносова, д. 29",1948,Сланцы,не указано,не указано,не указано,1,2,Кирпич,2 084.00,0.00,не указано,не указано,не указано
7700,"ул. Ломоносова, д. 30",1951,Сланцы,не указано,не указано,не указано,1,2,Кирпич,1 147.90,0.00,не указано,не указано,не указано
7701,"ул. Ломоносова, д. 31",1949,Сланцы,13,не указано,не указано,3,2,Кирпич,815.30,0.00,не указано,Не имеется,Отсутствует
7702,"ул. Ломоносова, д. 32",1951,Сланцы,не указано,не указано,не указано,1,2,Кирпич,1 301.90,0.00,не указано,не указано,не указано
7703,"ул. Ломоносова, д. 34",1951,Сланцы,8,не указано,не указано,1,2,Кирпич,1 502.30,0.00,0.00,Не имеется,Отсутствует
